iter	Accuracy	CrossEntropy
883	0.891285591	0.2744113506
884	0.8914293932	0.2742988074
885	0.8918607995	0.2741954562
886	0.8918607995	0.2741557842
887	0.8917169974	0.2740897164
888	0.8917169974	0.2739964416
889	0.8917169974	0.2738914945
890	0.8920046017	0.2737705665
891	0.8922922059	0.2736283798
892	0.8928674144	0.2735538534
893	0.8925798102	0.2733886897
894	0.8927236123	0.2732873192
895	0.8924360081	0.2732297187
896	0.8924360081	0.273099359
897	0.8925798102	0.2730001661
898	0.8928674144	0.272933947
899	0.8931550187	0.27282883
900	0.8932988208	0.2727291952
901	0.893442623	0.2726614641
902	0.893442623	0.2725644026
903	0.8931550187	0.2724720746
904	0.893442623	0.2723364479
905	0.893442623	0.2722348738
906	0.893442623	0.2720753293
907	0.8932988208	0.2720360419
908	0.8935864251	0.271932594
909	0.893442623	0.2718076032
910	0.8937302272	0.2716842458
911	0.8937302272	0.2716354511
912	0.8937302272	0.2715911322
913	0.8938740293	0.2714683936
914	0.8938740293	0.2713860601
915	0.8943054357	0.2712514282
916	0.8941616336	0.2711639491
917	0.8944492378	0.2710826355
918	0.89459304	0.2710062337
919	0.8941616336	0.2709210516
920	0.8941616336	0.270819072
921	0.89459304	0.2707303124
922	0.8947368421	0.270642515
923	0.8950244464	0.2705297675
924	0.8950244464	0.2704542897
925	0.8948806442	0.270351393
926	0.8947368421	0.2702740625
927	0.8948806442	0.2701584443
928	0.8948806442	0.2700885944
929	0.8948806442	0.2699953907
930	0.8950244464	0.2699306832
931	0.8953120506	0.2697974143
932	0.8953120506	0.2697229691
933	0.8951682485	0.2696323092
934	0.8954558527	0.2695387038
935	0.8958872591	0.2694220086
936	0.8960310613	0.2693539702
937	0.8960310613	0.2691874027
938	0.8960310613	0.2691034917
939	0.8961748634	0.2690477485
940	0.8955996549	0.2688998247
941	0.8955996549	0.2688258834
942	0.8955996549	0.2687230837
943	0.8961748634	0.2686343936
944	0.896893874	0.2685136106
945	0.8971814783	0.2684153881
946	0.8970376762	0.2683485607
947	0.8971814783	0.2682594932
948	0.8974690825	0.2680843474
949	0.8973252804	0.2679864329
950	0.8974690825	0.2679302303
951	0.8976128847	0.2678518024
952	0.8979004889	0.2677736904
953	0.8981880932	0.2675994919
954	0.8981880932	0.2674627467
955	0.8981880932	0.2673991118
956	0.8984756974	0.2673137751
957	0.8984756974	0.2672486763
958	0.8986194996	0.2671242118
959	0.8986194996	0.2670445955
960	0.8986194996	0.2670030981
961	0.8984756974	0.2669083416
962	0.8984756974	0.2668400823
963	0.8987633017	0.2667317257
964	0.8984756974	0.26658019
965	0.8987633017	0.2664672078
966	0.8986194996	0.2663821157
967	0.8986194996	0.2663271894
968	0.8984756974	0.2662082128
969	0.8983318953	0.26610324
970	0.8983318953	0.2660352512
971	0.8986194996	0.2659090788
972	0.8989071038	0.2658596485
973	0.8987633017	0.2657579443
974	0.8987633017	0.2656763686
975	0.8987633017	0.2656238215
976	0.8987633017	0.265568983
977	0.8987633017	0.2654868615
978	0.8989071038	0.2653890275
979	0.8989071038	0.2653441695
980	0.899050906	0.265228889
981	0.899050906	0.2651900109
982	0.8991947081	0.2651325467
983	0.8991947081	0.2650056933
984	0.899050906	0.2648612568
985	0.899050906	0.264786214
986	0.8993385102	0.2646980987
987	0.8991947081	0.264608501
988	0.8994823123	0.2645253449
989	0.8994823123	0.2644414653
990	0.8997699166	0.2642987026
991	0.8997699166	0.2642020146
992	0.9000575209	0.264093558
993	0.900201323	0.2639709598
994	0.9003451251	0.2638115434
995	0.9003451251	0.2637093514
996	0.900201323	0.2635837308
997	0.9000575209	0.2634648799
998	0.9000575209	0.2633792665
999	0.8996261145	0.2632932692
